business_name,category,website,google_rating,review_count,phone,address
Pimlico Plumbers,Plumber,/url?q=https://www.pimlicoplumbers.com/&opi=79508299&sa=U&ved=0ahUKEwjFy_KDl7yUAxUsS2wGHUniJIsQ61gIFygS&usg=AOvVaw1xGt-9WMaImSXzZUPDgiYT,4.0,,+44 20 8108 0808,"Pimlico House, 1 Sail St, London SE11 6NQ, United Kingdom"
"Aza & Sons Services Domestic & Commercial Plumber, Gas Engineer & Ac Engineer In London Ltd",Plumber,/url?q=https://www.azasons.com/&opi=79508299&sa=U&ved=0ahUKEwjMvPyEl7yUAxXMaHADHV7JGbEQ61gICigF&usg=AOvVaw2cN0AUgxZG7HUOxbckA7yb,5.0,,+44 7955 014805,
