business_name,category,website,google_rating,review_count,phone,address
Space International Travel Service Manpower Consultant,Recruiter,/url?q=http://spaceinternational.co/&opi=79508299&sa=U&ved=0ahUKEwi548ao9LyUAxWdRmwGHXr1EB8Q61gIFygS&usg=AOvVaw1dk1EQdPOn8jtI2DOoR992,3.6,,098471 46622,"T.C 28/2797, First Floor, Chettikulangara Temple Jn, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
Jobcaps HR Consultancy,Human resource consulting,/url?q=https://www.jobcapsindia.com/&opi=79508299&sa=U&ved=0ahUKEwi2wJau9LyUAxV-RmcHHe7rFxMQ61gIFygS&usg=AOvVaw3PfATrUnjtVpKaoWrXap6B,4.5,,0471 409 9914,"Valsala Nursing home Road, Paris Rd, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Sujina Manpower Consultants,Recruiter,,2.8,,0471 247 2240,"Nallumuku, Pallimukku, Pettah, Thiruvananthapuram, Kerala 695024"
C2W,Employment agency,/url?q=http://www.connecting2work.com/&opi=79508299&sa=U&ved=0ahUKEwj93_yw9LyUAxUORmwGHQMfCh0Q61gIFSgQ&usg=AOvVaw09G90TGXfhqrR0drOpW8T2,3.7,,077360 43614,"C2W, Nh, Kazhakootam - Kovalam Bypass Rd, near Technopark Phase III Main Road, Thiruvananthapuram, Kerala 695583"
Lakshya job consultancy,Employment center,,3.4,,,"GX25+5HX, MP Appan Rd, DPI, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Deepam Employment Service,Employment agency,,4.0,,094006 00164,"2nd Floor, Rajadani Building, Fort, East Fort, Pazhavangadi, Thiruvananthapuram, Kerala 695023"
Scintila Recruiter,Unemployment office,,4.7,,0471 232 4748,"Kenton Tower, 5A, Vellayambalam - Vazhuthacaud Road, near Kalabhavan Theatre, DPI, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Quick Job Consultancy,Employment agency,,4.0,,0471 401 1136,"FXR2+6H8, SS Kovil Rd, Santhi Nagar, Thampanoor, Thiruvananthapuram, Kerala 695001"
Riya - The Travel Expert | Thiruvananthapuram,Travel agency,/url?q=https://www.riya.travel/&opi=79508299&sa=U&ved=0ahUKEwj4_N3Y9LyUAxU_RmwGHXEQENEQ61gIFSgQ&usg=AOvVaw1CZ7CIqv2RvQ0DIqa0S5Qd,4.1,,0471 408 5000,"Taarra Towers, Althara Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
Attitude Worldwide,Unemployment office,/url?q=http://attitudeworldwide.com/&opi=79508299&sa=U&ved=0ahUKEwji5_3b9LyUAxUaTmwGHYzaAn0Q61gIFygS&usg=AOvVaw0tGSVOuQK4l20oXLO83ZxO,4.3,,081388 88070,"TC20/1230/1 Karamana, Parachira Road, Melarannoor, Junction, Thiruvananthapuram, Kerala 695002"
Medisol Placements Private Limited :Leading Healthcare recruitment consultancy,Employment consultant,/url?q=http://www.medisolplacements.com/&opi=79508299&sa=U&ved=0ahUKEwjkyoXi9LyUAxUgWHADHTY0LMUQ61gIFygS&usg=AOvVaw31XEu8B8sH-ap0_57G-1So,3.8,,097784 11951,"Medical college P O, pin code, TC14/1530(1, Padinjattil Ln, Thiruvananthapuram, Kerala 695011"
Smart Job consultancy,Employment agency,,3.8,,070250 06049,"Kesava Buildings, SS Kovil Rd, Overbridge, Thampanoor, Thiruvananthapuram, Kerala 695001"
Akbar Travels of India Pvt Ltd - Trivandrum,Travel agency,/url?q=https://www.akbartravels.com/&opi=79508299&sa=U&ved=0ahUKEwi9gbDk9LyUAxV1TmwGHSNeCCUQ61gIFSgQ&usg=AOvVaw3FjB8O7Zo4jXUbD1NfB9D1,4.6,,0471 415 6000,"Our Towers, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
KAILAS AGENCIES,Electronics wholesaler,,4.0,,080860 76861,"Manikandeswaram Temple, Peroorkada Manikanteswaram Nettayam Rd, NETTAYAM, Thiruvananthapuram, Kerala 695013"
International Agencies,Pharmaceutical Products Wholesaler,,3.4,,,"CPGP Towers, Palayam, Thiruvananthapuram, Kerala 695001"
VICTORY AGENCIES,Building materials store,,4.7,,099610 22569,"BY PASS ROAD, Killipalam, Attakulangara, Thiruvananthapuram, Kerala 695009"
Guideline job consultancy,Employment center,,4.0,,073566 17634,"2nd floor sreekrish arcade, Maruthumkuzhi, Thiruvananthapuram, Kerala 695030"
Careerline Travel Consultant,Travel agency,/url?q=http://www.careerlineonline.com/&opi=79508299&sa=U&ved=0ahUKEwjPg9bw9LyUAxW7WHADHW7ZA4cQ61gIFygS&usg=AOvVaw3JVCtPqcgYV3cOorlxZ9KA,4.2,,094966 52205,"Mullasseri Tower, Gandhari Amman Kovil Rd, Santhi Nagar, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Amina Agencies,Manufacturer,,4.5,,099955 54164,"East Fort, Chalai Bazaar, Chalai, Thiruvananthapuram, Kerala 695036"
Universal Migration,Educational consultant,/url?q=http://www.universalmigration.com/&opi=79508299&sa=U&ved=0ahUKEwjcwO_Z9LyUAxWrUGwGHVLYI5EQ61gIFygS&usg=AOvVaw2EJxcE97kzdjA-aaLc8Urm,4.6,,099467 91000,"Ground Floor, Primrose building, Bakery Jct Rd, Oottukuzhy, Thycaud, Thiruvananthapuram, Kerala 695001"
Metro Agencies,Roofing supply store,,4.2,,095260 87772,"Manava Nagar, Eanchakkal, Thiruvananthapuram, Kerala 695008"
Connect 2 Job HR Consultancy services,Human resource consulting,/url?q=http://hr4you.co.in/&opi=79508299&sa=U&ved=0ahUKEwivwdeo9byUAxWjcmwGHRiaKH4Q61gIFygS&usg=AOvVaw0aHMMjmRKdQD3as6_tBaou,4.9,,063036 48923,"SRA 62, Gokulam, opp. Fathima Engineering Pvt Ltd, Nalumukku, Kaithamukku, Thiruvananthapuram, Kerala 695023"
M&G Immigration & Study Abroad Consultants | Best Canada Immigration Consultants in Trivandrum | Overseas Education Kerala,Educational consultant,/url?q=https://www.mandgworld.com/&opi=79508299&sa=U&ved=0ahUKEwjXlNTm9LyUAxVXRmwGHRFwESUQ61gIFygS&usg=AOvVaw2yy0r7WvApmiFo1Te5m8il,4.9,,085940 55555,"1st Floor, Nikunjam Saras Building, 47, National Highway, Pattom, Thiruvananthapuram, Kerala 695004"
Airtravel Enterprises India Limited,Travel agency,/url?q=https://www.ate.travel/&opi=79508299&sa=U&ved=0ahUKEwiDitH09LyUAxXBXGwGHQrNFIoQ61gIFygS&usg=AOvVaw0cRsn4F4wwphTHpvpZAgI-,4.2,,099958 09901,"LMS Junction, Corporation Building, Ground Floor, New, Palayam, Thiruvananthapuram, Kerala 695033"
Good Way Solutions,Consultant,,4.5,,088486 68021,"Ayurveda College Junction, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Kerala Travels,Travel agency,/url?q=http://www.keralatravels.in/&opi=79508299&sa=U&ved=0ahUKEwiF6YC79byUAxWgUGwGHcTIGpYQ61gIFSgQ&usg=AOvVaw0-RdJ3t37EG4C2nVObw6xn,4.7,,0471 402 1630,"Yaathrika, Vellayambalam Jct, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
Standard Agencies Hardware,Hardware store,,4.9,,063667 78484,"SIJIS TRADE PLAZA, Marakkada Rd, Chalai Bazaar, Chalai, Thiruvananthapuram, Kerala 695036"
Ushus Services,House cleaning service,/url?q=http://ushuscleaningservices.com/&opi=79508299&sa=U&ved=0ahUKEwilu6eM9ryUAxXXZ2wGHYUYJy8Q61gIFygS&usg=AOvVaw2sNIwAE6Os4B1Nta-Y-nvU,5.0,,079076 78077,"PRANAVAM TC 10, 925 8, Peroorkada Rd, PO, Ambalamukku, Thiruvananthapuram, Kerala 695003"
VK Agency,Building materials supplier,/url?q=https://vk-agency.ueniweb.com/&opi=79508299&sa=U&ved=0ahUKEwiNlNCN9ryUAxXBTGwGHb0GCTQQ61gIEygQ&usg=AOvVaw0pJSQhBke2FdaI1STgGibv,,,097464 02666,"GX39+FF2, Kochar Rd, near Rdr Auditorium, Cotton Hill, Edapazhanji, Thiruvananthapuram, Kerala 695014"
Pratheeksha Job Consultancy,Employment center,,4.9,,079947 43309,"Door No:28, 336, Hospital Rd, opposite District Hospital, Nedumangad, Kerala 695541"
ITJobcell,Employment agency,/url?q=http://www.itjobcell.com/&opi=79508299&sa=U&ved=0ahUKEwjV44nD9byUAxVYTWwGHTlIBn4Q61gIxgEoEQ&usg=AOvVaw3h8a6Ze7NeS_gQ5plEpi3M,4.7,,095262 58800,"IInd Floor, Opp: Chaithanya Eye Hospital, National Highway 47, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
ALPHA TOURS AND TRAVEL AGENCY TRIVANDRUM,Travel agency,/url?q=https://alphatravelsolutions.com/&opi=79508299&sa=U&ved=0ahUKEwjV44nD9byUAxVYTWwGHTlIBn4Q61gI6AEoEQ&usg=AOvVaw1ZUjvzbGE3swjOFTYa9Zqx,4.9,,097411 00032,"1st Floor, Ovil Complex, MC Rd, opp. Bus Stop, Prasanthnagar, Vattappara, Kerala 695028"
Travel Nivriti,Travel agency,/url?q=http://www.travelnivriti.com/&opi=79508299&sa=U&ved=0ahUKEwjpzLKU9ryUAxUmSmwGHSGsC9wQ61gIFygS&usg=AOvVaw3mSLzycowlmO00havgGdAM,4.9,,099956 03261,"Catholic Centre Shopping Complex General Hospital, Junction, Statue Rd, near St. Joseph School, Thiruvananthapuram, Kerala 695001"
Destination Designers - Travel and Tour Management Company,Travel agency,/url?q=http://www.destinationdesigners.in/&opi=79508299&sa=U&ved=0ahUKEwiS4ZbJ9ryUAxVoRmcHHW7XFTQQ61gIFygS&usg=AOvVaw1WixDdRDz2P56ZBqe-YSxN,4.7,,090726 46362,"Bhadra Center, Kunnumpuram Rd, opp. Dhanya Remya Theatre Complex, Ayurveda College Junction, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Class one Tours and Travels,Travel agency,/url?q=http://www.classonekerala.com/&opi=79508299&sa=U&ved=0ahUKEwid_Pbo9ryUAxW6TWwGHYRQB6UQ61gIFygS&usg=AOvVaw0fJaKrlU-okI8m4RwYl8y6,4.4,,098951 55258,"TC 36/1628(1, Vallakkadavu, Sra 71, PO, Muttathara, Thiruvananthapuram, Kerala 695008"
Talent Resource Management,Employment agency,/url?q=http://www.talentrm.com/&opi=79508299&sa=U&ved=0ahUKEwj57-KW9ryUAxU8TGcHHcnYKWoQ61gIFygS&usg=AOvVaw2mlPxNDMM-y6IzwMYgKacF,3.6,,0471 232 2125,"TC.14/1819(2, MR Towers, Bakery Jct Rd, near St.Joseph's Cathedral, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034"
MediaMate Advertising India (P) Ltd,Advertising agency,/url?q=http://www.mediamate.in/&opi=79508299&sa=U&ved=0ahUKEwiexLfr9ryUAxVjR2wGHZ-AGboQ61gIFygS&usg=AOvVaw1uIi3T1PUMQZoSOBWedr3R,4.3,,0471 272 2721,"2, MLR 106A, Mangalam Ln, behind Post Office, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
STS Travels Online.,Travel agency,,4.5,,096334 47951,"Sulekha Textiles, TC 29/198 Second floor of, Vellayambalam - Sasthamangalam Rd, P.O, Thiruvananthapuram, Kerala 695010"
Phoenixwings HR Solutions,Employment center,,3.4,,077367 94630,"TC 26/1754(1) Ground Floor DeviNandanam, Uppalam Rd, Statue, Thiruvananthapuram, Kerala 695001"
Pflege Career | Best German Consultancy In Kerala,Educational consultant,/url?q=https://www.pflegecareer.com/&opi=79508299&sa=U&ved=0ahUKEwjOxv_09ryUAxXF1zgGHUAbGlQQ61gIFygS&usg=AOvVaw2mt03eBZl_EchDphZ5NfU8,5.0,,090748 47617,"1st Floor, Wee Spaces, RELCON PLAZA, 17/3478, opposite LIC T.C, Pattom, Thiruvananthapuram, Kerala 695004"
Career Home,Employment agency,,5.0,,,"Sunrise Plaza, near South Indian Bank, Krishna Vihar, Kumarapuram, Thiruvananthapuram, Kerala 695011"
"Universal Manpower Service, Trivandrum",Employment agency,,1.0,,098952 54746,"GX34+C5H, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Restik Brand,Advertising agency,/url?q=https://restikbrand.com/&opi=79508299&sa=U&ved=0ahUKEwjV44nD9byUAxVYTWwGHTlIBn4Q61gIjgQoEQ&usg=AOvVaw0wCmW5dtcMwUvsG91xtkrM,4.9,,088482 09795,"1st floor, Relcon Plaza, T.C. 17/3478, opposite LIC Lane, Pattom, Thiruvananthapuram, Kerala 695004"
The Write People,Marketing agency,/url?q=http://www.thewritepeople.co/&opi=79508299&sa=U&ved=0ahUKEwjV44nD9byUAxVYTWwGHTlIBn4Q61gIxQUoDw&usg=AOvVaw0vU5CmG4dpVy8yinPwkf34,4.6,,079071 52015,"The Write People, 77, Vrindavan Gardens, Pattom, Thiruvananthapuram, Kerala 695004"
Pioneer Agencies,Hardware store,,4.6,,094477 21591,"Ulloor - Akkulam Rd, Pulayanarkotta, Thiruvananthapuram, Kerala 695011"
S K S Consultancy,Employment center,,2.8,,095262 40136,"5 1st Floor, PRS Court, TC 25/2780, Statue, Ambujavilasam Rd, Thiruvananthapuram, Kerala 695001"
Texas Tours & Travels,Travel agency,https://sites.google.com/view/texastoursandtravels/home,4.1,,099953 22999,"Kochar Raod Near Jagathy school, jagathy, Thiruvananthapuram, Kerala 695014"
Saraswathy Agencies,Paint store,,5.0,,094474 13170,"Medical College, Prasanth Nagar, PO, Thiruvananthapuram, Kerala 695011"
Supriya Agencies Trivandrum,Fertilizer Store,https://sites.google.com/view/supriya-agencies/home,4.9,,096565 64782,"main gate, opposite, St. Thomas School Rd, Mukkolakkal, Thiruvananthapuram, Kerala 695043"
Aruna Agencies,Plumbing supply store,,4.8,,0471 244 9885,"GW9H+358, Krishna Vihar, Kumarapuram, Thiruvananthapuram, Kerala 695011"
Swiggy Onboarding Office Thiruvananthapuram,Employment agency,,2.5,,072591 00795,"5th Floor, Ed Heights, Pattom, Thiruvananthapuram, Kerala 695004"
Sree Tours - Taxi Service / Wedding Car For Rent Trivandrum Luxury Marriage Car Hire,Taxi service,/url?q=http://sreetours.in/&opi=79508299&sa=U&ved=0ahUKEwjjrvv--LyUAxVQcGwGHSg3F7AQ61gIFSgQ&usg=AOvVaw3rt2Ed1a68G8KQ5NLp60Je,4.9,,098470 19292,"TC 11/ 625/1 bell villa, nalanda jn, Nanthancodu, Thiruvananthapuram, Kerala 695003"
PALAZHY TOURS & TRAVELS PVT. LTD.,Tour operator,/url?q=http://www.palazhytourz.com/&opi=79508299&sa=U&ved=0ahUKEwid1JeA-byUAxXXSGwGHfW-FiEQ61gIFygS&usg=AOvVaw0GtTypcSlJt_atoYNjJY8g,4.6,,094968 17647,"Omkaram Building, Pipinmoodu - Mannammola Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
PAMA AIR TRAVELS INDIA,Travel agency,,4.2,,098958 98009,"TC 9, 2556, Vellayambalam - Sasthamangalam Rd, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
Thalikkunnil Sales Incorporate,Waterproofing service,/url?q=http://www.thalikkunnil.com/&opi=79508299&sa=U&ved=0ahUKEwjZ666F-byUAxU5SmwGHTvYN6UQ61gIFSgQ&usg=AOvVaw1dEID6bCuusToj5qB0St7L,4.8,,092874 41333,"Vayalikkada Road, Kuravankonam - Maruthoor Rd, Rasmi Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
Nava Karthika Agency,Shopping mall,,5.0,,077368 07470,"PRRA67 PRRA67, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Voyages Kerala,Tour operator,/url?q=https://www.voyageskerala.com/&opi=79508299&sa=U&ved=0ahUKEwidpJ2K-byUAxVwR2wGHRl_DYYQ61gIFigR&usg=AOvVaw2iDb7V8mAxjp_hTLRgamCv,4.2,,093870 66801,"FXR4+H9W, opposite Amma Thotil, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014"
LLOYDS INSPECTION AGENCY PVT LTD | India Office,,/url?q=http://www.lloydsinspection.com/&opi=79508299&sa=U&ved=0ahUKEwj0jbiL-byUAxUfTmwGHfR2KfoQ61gIFygS&usg=AOvVaw1MU9al_B3zJVgjBIreqKlA,3.3,,0484 487 0880,"TC 10, PO, near ISRO Office, Vattiyoorkavu, Valley View Gardens, Kumarapuram, Thiruvananthapuram, Kerala 695029"
Rajeevam Manpower Consultant,Human resource consulting,,3.0,,,"HV8F+7VR, Near Revathy Dental Clinic, Bypass Junction, Kazhakkoottam, Kerala 695582"
Ozone Tourism and Travel,Travel agency,/url?q=http://www.ozonetravel.in/&opi=79508299&sa=U&ved=0ahUKEwi60MCj-ryUAxX0VmwGHSYOKc4Q61gIFygS&usg=AOvVaw1Gs3sf8eT94EXcqWUepprs,4.5,,077363 46034,"Surya Hills, T.C. No.98/3632(1, near Technopark, Technopark Campus, Kazhakkoottam, Thiruvananthapuram, Kerala 695582"
Care Health Insurance,Health insurance agency,/url?q=https://www.careinsurance.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3DCHI9403&opi=79508299&sa=U&ved=0ahUKEwi0yoay-ryUAxXkR2wGHfHFLHcQ61gIFygS&usg=AOvVaw0--zdNskn0te4CxB9VJBTM,3.2,,092894 54828,"3rd floor, Menathottam Chambers, Door number T.C. 2, 2442/9, Palace, Pattom, Thiruvananthapuram, Kerala 695004"
Thomson Trading Agencies vallakkadavu TVM,Grocery store,,4.6,,,"Puthenpalam, Subhash Nagar, Thiruvananthapuram, Kerala 695008"
Axis Overseas Careers,Immigration & naturalization service,/url?q=https://axisoverseascareers.com/&opi=79508299&sa=U&ved=0ahUKEwjX0YC6-ryUAxVTVmwGHf_zEX0Q61gIFygS&usg=AOvVaw3a8c_MHIqsnhkEvi95JjkQ,4.7,,090725 52111,"4th Floor, Malankara Avenue, Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
RevolxIT Learning and AI solutions Pvt Ltd(Previously STC Technology),Software Training Institute,/url?q=https://www.revolxit.com/&opi=79508299&sa=U&ved=0ahUKEwiXhbq8-ryUAxWpTWcHHfhkLXgQ61gIFygS&usg=AOvVaw1BrCYthlw8tqiunPJ2bIV6,4.5,,085900 73104,"3rd Floor, Sona Building, TC 3/2777(5, Junction, above SBI Treasury Branch, opposite to Indian Oil Petrol Bunk, Pattom, Thiruvananthapuram, Kerala 695004"
VETTATH AGENCIES,Auto parts store,,4.2,,0471 259 1029,"HW28+JPF, Market Rd, Sreekaryam, Thiruvananthapuram, Kerala 695017"
Keyar Agencies,Electrical supply store,/url?q=http://www.keyaragencies.in/&opi=79508299&sa=U&ved=0ahUKEwipg6Xp-7yUAxXBcmwGHaseAv4Q61gIFSgQ&usg=AOvVaw1MYmT1DWfHJhbSSZAu6AgL,3.9,,082818 79492,"Kuzhivila Lane, Tilak Nagar, Pananvila, Thiruvananthapuram, Kerala 695015"
Devi Agencies,Plumbing supply store,,4.3,,093872 23838,"GX9J+42F, Thiruvananthapuram, Kerala 695030"
Liberty General Insurance Ltd.,Insurance company,/url?q=https://www.libertyinsurance.in/&opi=79508299&sa=U&ved=0ahUKEwjkltz4-7yUAxVzSGcHHTyOCWQQ61gIFSgQ&usg=AOvVaw26gM-XO4lsDDT1-QYq-2wb,3.4,,086559 49135,"4th Floor, Leela Tower, Kesavadasapuram, Pattom, PO, Kerala 695004"
Vigneswara agency lottery shop,Lottery retailer,,4.7,,099477 92812,"SS Kovil Rd, Santhi Nagar, Thycaud, Thiruvananthapuram, Kerala 695001"
ARIES TRAVEL AND HOLIDAYS,Tour agency,,3.6,,098957 76863,"Sivans studio building, Mahatma Gandhi Rd, Palayam, Thiruvananthapuram, Kerala 695001"
Aavin Milk and Milk Products Authorised Distributor - Quality Agencies,Dairy store,,4.1,,0471 236 6056,"Chembai Rd, Fort, East Fort, Pazhavangadi, Thiruvananthapuram, Kerala 695023"
Pest Control & Cleaning Services,Pest control service,/url?q=https://www.pccsindia.com/&opi=79508299&sa=U&ved=0ahUKEwiI_I6F_LyUAxWGS3ADHVcYBEkQ61gIFygS&usg=AOvVaw2iRMkUQ6tJ6MCG8C6J6Q4K,4.7,,0471 235 3735,"TC 7/1996, Temple View, Thiruvananthapuram - Neyyar Dam Rd, near Asianet Office, Edapazhanji, Thiruvananthapuram, Kerala 695006"
Heavens,House cleaning service,/url?q=http://heavenshousecleaning.com/&opi=79508299&sa=U&ved=0ahUKEwjT26mJ_LyUAxU2amwGHReGI_cQ61gIFygS&usg=AOvVaw3_dW6GlVMNS0u6dWle0bnH,4.9,,079091 06803,"P.O, TC 28/87 Kaithamukku Oppo Co-operative Bank, Pettah, Thiruvananthapuram, Kerala 695008"
"Kerala Matrimony, part of Matrimony Group - Vazhuthacaud, Trivandrum",Marriage Consultant,/url?q=https://www.keralamatrimony.com/&opi=79508299&sa=U&ved=0ahUKEwjfqeSL_LyUAxWeaHADHQwkHxIQ61gIFygS&usg=AOvVaw0RvAHJmlSuEK_veDUM9S_h,4.9,,063665 28204,"Ground Floor, Berry Heights, Junction, opp. Reliance Fresh Edappazhanji, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
We Care Facility Management Services,Contractor,,4.3,,095676 09444,"Plamoodu - Thekkamoodu Rd, Plammoodu, Thiruvananthapuram, Kerala 695003"
