business_name,category,website,google_rating,review_count,phone,address
Imperial Kitchen Kowdiar,Fine dining restaurant,/url?q=https://imperialkitchen.in/&opi=79508299&sa=U&ved=0ahUKEwinpZvN3LyUAxUvWnADHUPUAncQ61gIogsoEQ&usg=AOvVaw1_t42k0PUrhqsUydnfP2gm,4.1,,0471 231 1789,"Favourite Centrium, KowdiarTTC Road, Kowdiar, Devaswom Board Jct, near Federal Bank, Kowdiar, Thiruvananthapuram, Kerala 695003"
Nadan Restaurant,Restaurant,,4.8,,,"Lawish Groceries- RESTAURANT, Kesavadasapuram-Ulloor Rd, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Deyvee Restaurant,Restaurant,/url?q=https://qbuypanda.com/store/9&opi=79508299&sa=U&ved=0ahUKEwjT8srG3byUAxW3XmwGHdl9NZEQ61gIGSgQ&usg=AOvVaw0ZtZ2F4Ek6wjDD5R-hA_Bx,4.1,,094976 89245,"Nalumukku-Kaithamukku Rd, Nalumukku, Kaithamukku, Thiruvananthapuram, Kerala 695008"
Paragon Restaurant,Asian restaurant,/url?q=https://paragonrestaurant.in/&opi=79508299&sa=U&ved=0ahUKEwjx_OXV3LyUAxUJWHADHfz4LT0Q61gIHSgS&usg=AOvVaw2HKHIfF4KRBfWxtvP4_EY7,4.2,,089439 97755,"TC 2, South Indian Bank, 5,OPPO, 44, Ulloor Brg, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
O Café,Buffet restaurant,/url?q=https://www.obytamara.com/hotel-trivandrum/restaurants/o-cafe.html&opi=79508299&sa=U&ved=0ahUKEwiDpOzZ3LyUAxVjSGwGHVtXFrsQ61gIFCgO&usg=AOvVaw36RT3TAFxxefuP9WcB-H0l,4.5,,080 6555 1111,"Oruvathilkotta, Aakkulam, Thiruvananthapuram, Kerala 695029"
The Yellow Chilli,North Indian restaurant,/url?q=https://facebook.com/pg/theyellowchillitrivandrum&opi=79508299&sa=U&ved=0ahUKEwjP2_Lz3byUAxUeUGwGHQ3YDaIQ61gIHCgR&usg=AOvVaw2rT7QKDu8uBx7FxEGMcME4,4.4,,073561 05999,"GXJ6+JW9, Aswathy Complex, Near Narmada Shopping Complex, Pipeline Rd, Ambalamukku, Thiruvananthapuram, Kerala 695003"
Plated Trivandrum,Middle Eastern restaurant,/url?q=https://instagram.com/plated.trivandrum%3Figshid%3DYmMyMTA2M2Y%3D&opi=79508299&sa=U&ved=0ahUKEwi4g5b13byUAxWSb2wGHcdpCyoQ61gIGSgQ&usg=AOvVaw1OZqAKKz-u6UE2uQfIdq9U,4.4,,087144 78718,"Trivandrum Bakery Palayam Rd, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695001"
Amrutam Vegetarian Restaurant,Vegetarian restaurant,/url?q=https://www.amrutamrestaurant.com/&opi=79508299&sa=U&ved=0ahUKEwj8r6763byUAxWSUGcHHQ6BMjwQ61gIGigQ&usg=AOvVaw00FheMrVU27WDPgDgXp3ry,4.5,,096331 44544,"Devaswom Board Jct, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Lantern Grove Restaurant,Restaurant,/url?q=https://www.lanterngrove.in/&opi=79508299&sa=U&ved=0ahUKEwjD-crK3byUAxVtSWwGHa3BFG8Q61gIHSgS&usg=AOvVaw01d_WqXq18X0aUuMxQsn3v,4.3,,090483 99979,"All India Radio Rd, opposite La posh, Cotton Hill, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Alibaba & 41 Dishes - Trivandrum,Kerala restaurant,/url?q=http://www.alibaba41dishes.com/&opi=79508299&sa=U&ved=0ahUKEwiSod-Y3byUAxWUzTgGHVuABXsQ61gI2AcoEQ&usg=AOvVaw3FrBm3eNR2UgZEDzGi1nmN,3.8,,080890 61122,"Sasthamangalam Rd, opp. Indira Bhavan, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
Bab Arabia,Turkish restaurant,,4.2,,073567 79888,"Pattom - Kowdiar Rd, next to SFS Mayfair Appartment, Marappalam, Thiruvananthapuram, Kerala 695004"
The Kanchipuram Cafe,Indian restaurant,,4.2,,080757 25208,"Gangothri, AIR Road, Cotton Hill, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Sree Arul Jyothi,South Indian restaurant,,4.0,,0471 247 0240,"FWWX+H7M, Mahatma Gandhi Rd, Opposite Secretariat, Palayam, Thiruvananthapuram, Kerala 695001"
Trivanz Food Court – Seafood Restaurant in Trivandrum,Seafood restaurant,/url?q=https://trivanzseafoodrestaurant.com/&opi=79508299&sa=U&ved=0ahUKEwjcndPH3ryUAxXYaHADHfvbCgoQ61gIFygS&usg=AOvVaw1LcmVVq02Pd4o3eqyDSdOE,3.6,,073060 74916,"World Market Rd, near LULU MALL, opposite O by Tamara, Anayara, Thiruvananthapuram, Kerala 695029"
Café Mojo,South Indian restaurant,/url?q=https://m.facebook.com/Cafemojotrv/&opi=79508299&sa=U&ved=0ahUKEwjSuMSH3ryUAxXNRmcHHV5uDCwQ61gIGygQ&usg=AOvVaw2KyxL9dAZRRh0F38md1I67,4.1,,0471 243 0437,"Shaheen Building Pattom Kowdiar Road Near Kuravankonam, Kowdiar, Thiruvananthapuram, Kerala 695003"
Steampot Restaurant,Kerala restaurant,/url?q=https://www.steampot.in/&opi=79508299&sa=U&ved=0ahUKEwjcsJHQ3ryUAxUBZmwGHS0UCQUQ61gIGygS&usg=AOvVaw2Y9F09BsfEsj4Xb_f_IeNL,3.7,,091421 34992,"TC 82/1133, Raj Tower, Pattoor - Vanchiyoor Rd, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
Zam Zam Restaurants YMR,Cafe,/url?q=https://www.zamzamrestaurants.com/buncafe.html&opi=79508299&sa=U&ved=0ahUKEwjLyLTT3ryUAxUgWHADHTY0LMUQ61gIHCgS&usg=AOvVaw2OtSr1QqiAlJ0Qy1j9pa9e,4.2,,098099 98080,"YMR Nandancode Road, YMR Jct, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Mothers Veg Plaza,Vegetarian restaurant,/url?q=https://mothersvegplaza.in/&opi=79508299&sa=U&ved=0ahUKEwiewJDs3ryUAxXkcmwGHbmCIWMQ61gIGygS&usg=AOvVaw3jpVo4dTdARpz_7ImGHp4n,4.1,,0471 401 2255,"Bakery Jct Rd, near Russian Cultural Center, Vanross, Palayam, Thiruvananthapuram, Kerala 695001"
Garden Grille & Bar,Restaurant,,4.2,,081118 86844,"FWXX+QW8, Punnen Rd, Statue, Palayam, Thiruvananthapuram, Kerala 695001"
BLND Restobar,Restaurant,/url?q=https://sfshomebridge.in/pyramid/restobar&opi=79508299&sa=U&ved=0ahUKEwjcjr2O37yUAxVcZmwGHdxeOB0Q61gIGCgS&usg=AOvVaw29TEbBITm4XWGlu6Lhp-_P,4.5,,096330 53222,"SFS Cyber Palms Rd, near Nexa Motors, Karimanal, Kochuveli, Thiruvananthapuram, Kerala 695583"
Khana Peena,South Indian restaurant,,4.2,,081291 92889,"Joy Alukkas, Trivandrum Vizhinjam Rd, East Fort, Attakulangara, Thiruvananthapuram, Kerala 695036"
Varnam Seafood Restaurant,Seafood restaurant,/url?q=http://www.varnamcaterers.com/&opi=79508299&sa=U&ved=0ahUKEwjNz82j37yUAxWQe2wGHVprMoAQ61gIHCgS&usg=AOvVaw2jiL-ruxIbuDo6wQRKg_3G,3.6,,0471 232 0327,"Bakery Jct Rd, Near RBI, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Ruchi Veg Restaurant,Vegetarian restaurant,/url?q=https://www.ruchifoods.org/&opi=79508299&sa=U&ved=0ahUKEwii3O2x37yUAxWqXWwGHdu7FMkQ61gIFygO&usg=AOvVaw1YiTdp3iGQ1KTy2B2NptVt,4.2,,085907 09059,"Aroma building, Thiruvananthapuram, Kerala 695001"
"Diners' Summit - Restaurant, North Indian, Naden food, buffet, vegetarian restaurant",North Indian restaurant,,4.6,,086069 00603,"Biverah Hotel & Suites, Kumarapuram Pattom Road, Medical Collage (Post ), 695011, Thiruvananthapuram, Kerala 695011"
PLAV,South Indian restaurant,,4.1,,094965 02958,"TC 28 304, Pound Road , Thycaud Police Parade Ground, Rd, Thiruvananthapuram, Kerala 695014"
"Vayalil Restaurant, The Finedine, eanchakkal",Family restaurant,,3.7,,096336 79707,"Thiruvananthapuram Byp, opposite SBI ATM, Eanchakkal, Thiruvananthapuram, Kerala 695008"
Ariya Nivaas Restaurant,Vegetarian restaurant,,4.2,,094000 00769,"Manorama Rd, near Thampanoor, Aristo Junction, Thampanoor, Thiruvananthapuram, Kerala 695014"
Supreme Upper Crust,Italian restaurant,,4.3,,0471 272 7722,"Kuravankonam - Maruthoor Rd, opposite Welgate organic, Kowdiar, Thiruvananthapuram, Kerala 695003"
Mani Mess,South Indian restaurant,,4.5,,094477 05775,"TC 40, 540, 3rd Puthen St, near mani fashion jewellwers, Muttathara, Thiruvananthapuram, Kerala 695009"
Aryaas Vegetarian Restaurant,Vegetarian restaurant,,3.9,,,"Medical College, opposite to police station, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Salkkaram Edavazhi,Restaurant,/url?q=https://instagram.com/salkaram458%3Figshid%3DMzMyNGUyNmU2YQ%3D%3D&opi=79508299&sa=U&ved=0ahUKEwijy6HL4LyUAxWNS2wGHR0fF80Q61gIGigQ&usg=AOvVaw0xIB-WyyU7ulxPgkVoCU4A,4.7,,070124 13245,"Koder Ln, Palayam, Thiruvananthapuram, Kerala 695001"
Taste of Kerala,Kerala restaurant,,4.0,,094477 05775,"TC 40, 540, 3rd Puthen St, near mani fashion jewellwers, Muttathara, Thiruvananthapuram, Kerala 695009"
Burj Al Mandi Restaurant,Middle Eastern restaurant,,4.2,,0471 405 8444,"Opposite Fort Police Station, Attakulangara, Thiruvananthapuram, Kerala 695009"
Neerali Restaurant,Indian restaurant,,4.1,,090613 31999,"Pazhaya Rd, Murinjapalam, Thiruvananthapuram, Kerala 695011"
The Chef's Studio,Restaurant,,4.8,,092880 01155,"Vellar, Vazhamuttom, Thiruvananthapuram, Kerala 695527"
Azad Star at Vazhuthacaud,Kerala restaurant,/url?q=https://www.azadazad.com/&opi=79508299&sa=U&ved=0ahUKEwjGnL7l4LyUAxWAQ2cHHX5KFSkQ61gIHSgS&usg=AOvVaw35gfmmSqBVomppORnBXeqF,4.0,,097458 97452,"CV Raman Pillai Rd, opposite Bharat Petrol Pump, Bakery, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Pai's kitchen,South Indian restaurant,,4.0,,,"Archana Building, General Hospital Rd, Palayam, Thiruvananthapuram, Kerala 695001"
Huddles Cafe,Cafe,/url?q=https://huddlescafe.com/&opi=79508299&sa=U&ved=0ahUKEwiula_A4byUAxU23TgGHcO-C2gQ61gIHSgS&usg=AOvVaw1y9-G6zxIl73ivZuWAtYw5,4.4,,081291 21007,"First floor, Capitol building, TC25, 2850/3-4, Nalanda Ln, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Kerala Hotel,Kerala restaurant,,3.5,,099952 76467,"GW72+R9, Oruvathilkotta, Aakkulam, Thiruvananthapuram, Kerala 695029"
Open House Restaurant,Family restaurant,,4.0,,0471 246 7695,"Kunnumpuram Rd, opp. sbi, Kunnumpuram, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Sri Aiswariya Vegetarian Restaurant,Vegetarian restaurant,,3.8,,094476 56655,"Building No. 15, Lavender Designer Boutique Near, 963, CV Raman Pillai Rd, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
RASOI by RUCHI,Restaurant,/url?q=http://www.ruchifoods.org/&opi=79508299&sa=U&ved=0ahUKEwiArNHd4byUAxWOd2wGHWUYBREQ61gIGygS&usg=AOvVaw1qS5Wy_WUp1swRmLdalc-C,4.3,,062829 17722,"Adrak Hotel Building, Medical College Kumarapuram Rd, Kumarapuram, Thiruvananthapuram, Kerala 695011"
Malabar Cafe,Family restaurant,/url?q=http://hyattregencytrivandrum.com/&opi=79508299&sa=U&ved=0ahUKEwjUkIvz37yUAxXEcGwGHWkIKN4Q61gIFygS&usg=AOvVaw0aw77gMcU88AADzsQqTmLS,4.2,,062386 00446,"Hyatt Regency, CV Raman Pillai Rd, Thycaud, Thiruvananthapuram, Kerala 695014"
Cafe Hive,South Indian restaurant,,4.3,,092077 22256,"Hotel Dimora, Railway Station Road, opp. Central, Overbridge, Thampanoor, Thiruvananthapuram, Kerala 695001"
Dindigul Thalappakatti Restaurant,Indian restaurant,/url?q=https://thalappakatti.com/&opi=79508299&sa=U&ved=0ahUKEwjWzpPW4byUAxXifGwGHegEN1wQ61gIGygQ&usg=AOvVaw0rwGBwywigwa9CzasQJFMa,4.2,,078239 00012,"No.1556/1,& 157/8, ground Floor, 1st and 2nd floor, Pattom, Thiruvananthapuram, Kerala 695004"
The Tides,Restaurant,/url?q=https://www.theleela.com/the-leela-kovalam-a-raviz-hotel/restaurants/the-tides%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-leela-kovalam-a-raviz-hotel-kovalam-the-tides%26utm_content%3Drestaurant-website-click&opi=79508299&sa=U&ved=0ahUKEwipxqLy4ryUAxXk-jgGHSDtBh0Q61gIGSgQ&usg=AOvVaw0XUsZFIMpz_Ky_pXP87CPm,4.3,,0471 669 1111,"The Leela Kovalam, A Raviz Hotel, Kovalam, Beach Road, beach, Kovalam, Thiruvananthapuram, Kerala 695527"
PARAGON RESTAURANT LULU TRIVANDRUM,Kerala restaurant,/url?q=https://www.paragonrestaurant.in/&opi=79508299&sa=U&ved=0ahUKEwiAj4LO37yUAxViRmcHHT-JObMQ61gIHSgS&usg=AOvVaw0Vn_fymNxPzeI6Chna0pYj,4.3,,0471 222 0060,"2nd Floor, Lulu International Shopping Mall, Kochuveli, Thiruvananthapuram, Kerala 695029"
Le Lumiere Restaurant,Arab restaurant,/url?q=https://lelumieregroup.com/&opi=79508299&sa=U&ved=0ahUKEwibq-Lq4LyUAxV-bWwGHSfcM6IQ61gIHSgS&usg=AOvVaw0j8lVfDVX5dcPoRtKtR9cD,4.0,,086067 20000,"Law College Campus Rd, opp. Govt, Barton Hill, Barton Hill Colony, PMG, Thiruvananthapuram, Kerala 695035"
Poorna Family Restaurant,Family restaurant,,4.1,,0471 233 0648,"FWWX+6MW, Purna Lane, Statue, Palayam, Thiruvananthapuram, Kerala 695001"
Poomaram Ram's Kitchen,Kerala restaurant,/url?q=http://www.youtube.com/c/PoomaramRamsKitchen&opi=79508299&sa=U&ved=0ahUKEwiL4oOL5LyUAxUd3jgGHTiqJ-EQ61gIHCgS&usg=AOvVaw3vpz8psmIsEBxxLYooTlbv,3.4,,097471 15660,"Kazhakootam - Kovalam Bypass Road, Anayara Rd, near Lulu, Ambara Suits, Venpalavattom, Thiruvananthapuram, Kerala 695029"
Narayana Bhavan NB,South Indian restaurant,,3.6,,094472 48923,"TC 26, 1822, General Hospital Rd, Statue, Palayam, Thiruvananthapuram, Kerala 695001"
Nikunjam Restaurant,South Indian restaurant,/url?q=https://qbuypanda.com/restaurants-qbuypanda/NIKUNJAM_QBUYPANDA&opi=79508299&sa=U&ved=0ahUKEwjJz7WY5LyUAxX6oWMGHcB_J5AQ61gIGigQ&usg=AOvVaw2EmeBqA5D5vMlsj1hU7D5z,4.0,,075920 90807,"Opposite Tagore Theatre, Vazhuthacaud, Thycaud, Thiruvananthapuram, Kerala 695010"
SK Restaurant,Kerala restaurant,,4.3,,099614 69990,"746, Kuravankonam Ambalamukku Rd, near Binoy Marbles, Ambalamukku, Thiruvananthapuram, Kerala 695003"
Good Morning Hotel,Non Vegetarian Restaurant,,4.5,,094961 04021,"next to State Bank of India P O, Karamana, Thiruvananthapuram, Kerala 695002"
Malabar BitEs Restaurant,Restaurant,,4.1,,095671 94354,"GWCH+6PV Medical College Junction, Chalakkuzhi, Thiruvananthapuram, Kerala 695033"
Hotel Aruna (Pure veg),Vegetarian restaurant,,4.0,,0471 247 5893,"T.C.14/2345 MG Road Near VJT Hall, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034"
Oriental Spice,Chinese restaurant,,4.1,,0471 272 9922,"Musaliar Buildings, Pattom - Kowdiar Rd, Near Federal Bank, Kuravankonam, Thiruvananthapuram, Kerala 695003"
MANDI MANZIL,Restaurant,/url?q=https://instagram.com/mandimanzil%3Futm_medium%3Dcopy_link&opi=79508299&sa=U&ved=0ahUKEwi28uL75byUAxVMTGwGHYVfOlsQ61gIFygO&usg=AOvVaw2KwE57_7szJIWvWoWiNZhL,4.3,,095440 22055,"Mettukada, juction, Thiruvananthapuram, Kerala 695014"
Hotel Dimora Thiruvananthapuram,,/url?q=https://www.thedimorahotels.com/dimora-thiruvananthapuram/&opi=79508299&sa=U&ved=0ahUKEwisiO2C5ryUAxWaR2wGHcrdE3EQ61gIFSgQ&usg=AOvVaw1DBhOUwzPRX9lCJYpQMhTY,4.4,,0471 666 5333,"Opp. Central Railway Station, Thampanoor, Thiruvananthapuram, Kerala 695001"
O by Tamara Trivandrum,,/url?q=https://www.obytamara.com/hotel-trivandrum/&opi=79508299&sa=U&ved=0ahUKEwjYzb3c57yUAxVuUGwGHazmDPQQ61gIEygO&usg=AOvVaw2a2DXn6UVsHGliBcttdtlG,4.5,,080 6555 1111,"Oruvathilkotta, Aakkulam, Thiruvananthapuram, Kerala 695029"
Paradise Family Restaurant,Biryani restaurant,,4.6,,089214 08112,"Ulloor Pump, Ulloor Junction, P T Chacko Nagar, Ulloor, Thiruvananthapuram, Kerala 695011"
Ummees Seafood Restaurant,Restaurant,,4.0,,,"GX44+Q9X, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Irani kuzhimandi restaurant,South Indian restaurant,,3.9,,099462 24020,"opp. rbi cottege, Nanthancodu, Thiruvananthapuram, Kerala 695003"
The Central Residency,,/url?q=http://www.thecentralresidency.com/&opi=79508299&sa=U&ved=0ahUKEwigi6_-57yUAxXicmwGHYfzL_YQ61gIFygS&usg=AOvVaw2WIis2AWhuv5MmoNGy7G88,4.3,,073564 44300,"opposite Malayalam Manorama, Manorama Rd, Aristo, Thampanoor, Thiruvananthapuram, Kerala 695014"
Porotta Hut,Indian restaurant,/url?q=https://www.porottahut.com/&opi=79508299&sa=U&ved=0ahUKEwjQpeir5LyUAxWpRmcHHXq7A74Q61gIxwQoDw&usg=AOvVaw22T8LzJELkM-Aaqq7pwOcH,3.9,,098958 89757,"Kuranganoor Road, Pattom, Thiruvananthapuram, Kerala 695004"
Azad Restaurant at Medical College,South Indian restaurant,/url?q=https://m.facebook.com/pages/Azad/200671273298067&opi=79508299&sa=U&ved=0ahUKEwivm-SU6LyUAxVre2wGHU4cNRsQ61gIHCgS&usg=AOvVaw0Ds3b0zxPBoqaA8iVMp0lZ,4.0,,097458 97454,"Medical Collge, P.O, Medical College Ulloor Rd, near Sree Narayana Guru Mandir, Ulloor, Thiruvananthapuram, Kerala 695011"
Jasmine Bay Restaurant,Fine dining restaurant,/url?q=https://www.tajhotels.com/en-in/hotels/taj-green-cove/restaurants/jasmine-bay%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dtaj-green-cove-jasmine-bay&opi=79508299&sa=U&ved=0ahUKEwiToJnf4byUAxW41jgGHUXuHlgQ61gI8AUoDw&usg=AOvVaw0zT98-u4i3eSTdy6Gp9z3V,4.1,,0471 661 3000,"Taj Green Cove Resort & Spa, GV Raja Rd, Kovalam, Thiruvananthapuram, Kerala 695527"
Ariya Jyothi Vegetarian Restaurant,South Indian restaurant,,3.6,,0471 254 5645,"Pattom Square, Near One, Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
Palace Restaurant,Fast food restaurant,,4.2,,099951 95681,"716, Prasanth Nagar Rd, Prasanth Nagar, Ulloor, Thiruvananthapuram, Kerala 695011"
Mynt,Restaurant,/url?q=https://www.porottahut.com/&opi=79508299&sa=U&ved=0ahUKEwiw05iM6LyUAxWdT2wGHdvtOhwQ61gIGSgQ&usg=AOvVaw2e5Ox3rQhAIq_DeSoThmAY,3.9,,098958 89757,"Kuranganoor Road, Pattom, Thiruvananthapuram, Kerala 695004"
Ambadi Kannan Restaurant,Restaurant,,3.9,,,"TC 14/3657, National Highway 47, Opp Smart Bazar Kesavadasapuram, Pattom, Thiruvananthapuram, Kerala 695004"
Park Rajadhani,,/url?q=https://www.rajadhanihotels.com/&opi=79508299&sa=U&ved=0ahUKEwiXm8yZ6ryUAxXwUGwGHaVyEV4Q61gIFygS&usg=AOvVaw0vDzP3nQuU0W_eTSjHznVp,3.6,,0471 244 2627,"Ulloor Gardens Rd, near Village Office, Ulloor, Ulloor Garden, Ulloor, Thiruvananthapuram, Kerala 695011"
Kuttanadan Puncha Family Restaurant,Restaurant,/url?q=https://www.instagram.com/kuttanadanpuncha%3Figsh%3DMXd5cGEzdGI0NzJ1Ng%3D%3D&opi=79508299&sa=U&ved=0ahUKEwighoef6ryUAxWjcmwGHRiaKH4Q61gIGygS&usg=AOvVaw0pw26cVBlq6yA2DYiRz_gN,4.0,,085920 83648,"Mahatma Gandhi College - Main Block, opposite M G College Road, opp. Thiruvananthapuram, Chempakassery Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Ambalapatt Restaurant,South Indian restaurant,,3.7,,094470 66647,"GWCR+X8F, Opposite Life Insurance Corporation of India, Pattom, Pattom, Thiruvananthapuram, Kerala 695004"
Al Taza - Trivandrum,Shawarma restaurant,/url?q=http://www.al-taza.com/&opi=79508299&sa=U&ved=0ahUKEwj7nJX557yUAxViRmcHHepTCy0Q61gIFygO&usg=AOvVaw0_g256AiRKhzxEQfbXPHht,4.4,,075111 73333,"Kuravankonam, Thiruvananthapuram, Kerala 695003"
Sri Ananthapuri Vegetarian Restaurant,South Indian restaurant,,3.9,,094461 09083,"GWHQ+QFG, National Highway 47, NSP Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Le Capital Seafood & Grills,Seafood restaurant,,3.8,,080890 44494,"Ground Floor, Chandrasekharan Nair Stadium, Palayam, Thiruvananthapuram, Kerala 695034"
Meenamma's Kitchen,Restaurant,,4.6,,099956 48186,"Kumarapuram Rd, Near GG Hospital, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Konkan Café Vivanta Thiruvananthapuram,Restaurant,/url?q=https://www.vivantahotels.com/en-in/hotels/vivanta-thiruvananthapuram/restaurants/konkan-cafe-thiruvananthapuram%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dkonkan-cafe-thiruvananthapuram-cla%26utm_content%3Dkonkan-cafe-thiruvananthapuram-cla-gmb&opi=79508299&sa=U&ved=0ahUKEwiH3NyL7byUAxXQSGwGHbGOAv8Q61gIGygS&usg=AOvVaw1MY2LXrHtc10edi1vHTnG5,4.7,,0471 402 2100,"Vivanta Thiruvananthapuram, Extra Police Rd, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Park Malabar Restaurant Trivandrum,Restaurant,,4.6,,079091 23366,"Chalakuzhy Rd, Pottakkuzhi, Thiruvananthapuram, Kerala 695004"
T & Company (T & Co),Biryani restaurant,,3.7,,,"Mahatma Gandhi Rd, opposite Kalyan Silks, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034"
Krishna Hotel,Kerala restaurant,,4.3,,096563 94313,"C24F+8GG, Mangalattukonam Road, behind Coconut Reasearch Centre, Kattachalkuzhi, Venganoor, Kerala 695501"
Garam Masala Restaurant,Fast food restaurant,,3.6,,0471 401 2333,"Kesavadasapuram Rd, Opposite LG Electronics, Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
Akshayam Pure Vegetarian Restaurant,Vegetarian restaurant,,3.7,,,"GXF3+F77, Kuravankonam, Thiruvananthapuram, Kerala 695003"
Sri Gavuri Nivas,,,3.8,,0471 255 5567,"Medical College, Opp, Medical College Ulloor Rd, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
